customer_id,days_since_last_order,total_orders,avg_order_value,total_spend,tenure_days,returns_count,support_tickets,discount_usage_pct,primary_category,device_type,has_wishlist,has_reviews,loyalty_tier,email_open_rate_pct,push_notif_opt_in,churned
CUST00162,45,6,29.51,196.7,1102,0,0,69.1,Home & Garden,Mobile,1,0,None,10.2,0,No
CUST00163,45,7,210.76,1584.99,83,1,0,45.9,Beauty,Desktop,0,0,None,3.2,1,Yes
CUST00164,34,9,92.43,793.24,642,2,2,52.0,Electronics,Desktop,1,0,Silver,14.2,0,No
CUST00165,4,10,35.82,386.68,57,2,4,38.8,Electronics,Desktop,1,0,Platinum,22.6,1,No
CUST00166,81,13,129.84,1752.5,336,2,0,35.4,Beauty,Desktop,0,1,Gold,31.0,1,No
CUST00167,17,1,48.34,41.14,158,0,0,27.3,Home & Garden,Mobile,1,1,None,31.7,0,No
CUST00168,9,3,161.33,466.6,1072,1,1,61.4,Home & Garden,Tablet,0,0,Silver,73.1,1,No
CUST00169,1,1,320.34,300.21,61,0,1,54.2,Beauty,Mobile,0,0,None,20.7,0,No
CUST00170,40,17,124.28,1933.96,157,1,0,80.3,Fashion,Mobile,0,0,None,43.2,1,No
CUST00171,50,12,58.89,654.02,306,1,1,66.6,Fashion,Desktop,1,0,None,8.4,0,No
CUST00172,1,11,95.53,1190.29,1139,2,1,11.8,Fashion,Desktop,1,1,Gold,36.0,1,No
CUST00173,32,5,55.26,275.17,108,3,0,56.2,Electronics,Tablet,0,1,Silver,44.8,1,No
CUST00174,11,7,12.57,97.17,151,1,1,65.3,Fashion,Mobile,1,1,Gold,48.9,0,No
CUST00175,46,16,32.34,473.08,185,2,2,9.2,Sports,Tablet,0,1,None,37.9,0,No
CUST00176,8,6,25.5,138.06,87,1,0,27.8,Electronics,Desktop,1,1,None,24.2,0,No
CUST00177,52,2,31.77,70.95,510,1,0,30.4,Electronics,Desktop,1,0,Gold,15.4,0,No
CUST00178,22,1,229.28,228.98,30,1,0,25.2,Fashion,Mobile,0,1,Gold,59.0,0,No
CUST00179,124,14,133.98,2098.08,366,0,0,72.0,Electronics,Desktop,1,0,None,7.4,1,No
CUST00180,6,27,77.69,1822.65,229,0,1,57.7,Electronics,Mobile,1,0,Silver,8.3,0,No
CUST00181,18,8,104.57,941.07,83,2,1,64.1,Electronics,Tablet,0,1,None,6.7,0,No
CUST00182,5,5,12.02,58.58,203,1,2,15.2,Home & Garden,Desktop,0,0,None,9.1,0,Yes
CUST00183,116,3,97.76,262.96,531,1,1,21.7,Home & Garden,Desktop,1,0,Silver,20.4,1,No
CUST00184,94,6,115.78,732.9,176,0,0,81.6,Electronics,Tablet,0,1,Platinum,54.3,1,No
CUST00185,13,9,10.0,98.02,38,3,0,59.0,Home & Garden,Desktop,1,0,Silver,34.3,0,No
CUST00186,48,12,100.7,1044.31,30,1,1,24.1,Electronics,Mobile,1,1,None,11.2,0,No
CUST00187,76,5,17.47,100.12,451,1,0,22.4,Home & Garden,Mobile,1,1,None,29.2,0,No
CUST00188,36,1,11.29,11.96,120,2,2,27.1,Electronics,Tablet,1,0,None,25.9,0,No
CUST00189,33,9,157.76,1343.77,803,2,0,41.5,Home & Garden,Tablet,0,0,None,18.5,0,No
CUST00190,12,7,24.39,152.87,288,0,1,62.6,Home & Garden,Tablet,1,0,None,23.1,1,No
CUST00191,4,5,30.79,148.99,171,3,0,17.6,Electronics,Mobile,1,1,None,19.3,0,No
CUST00192,102,7,120.5,772.79,249,1,2,53.3,Electronics,Mobile,0,1,Silver,49.1,0,No
CUST00193,103,2,42.77,85.39,183,0,2,25.2,Electronics,Mobile,0,0,None,47.4,1,No
CUST00194,45,3,47.27,153.8,708,3,0,42.3,Home & Garden,Tablet,1,1,None,32.3,1,No
CUST00195,18,4,46.45,194.73,183,2,0,31.6,Beauty,Mobile,1,0,Silver,0.3,1,No
CUST00196,19,3,72.1,212.14,32,3,1,52.4,Sports,Mobile,1,1,Gold,42.2,1,No
CUST00197,58,3,45.56,121.06,272,1,0,15.9,Home & Garden,Mobile,0,0,Silver,21.2,0,No
CUST00198,102,5,59.82,340.12,292,2,1,25.6,Sports,Tablet,0,0,None,9.8,0,No
CUST00199,98,6,36.49,203.86,434,1,0,33.6,Sports,Desktop,1,1,None,18.7,1,No
CUST00200,68,9,72.35,607.75,812,0,1,35.1,Beauty,Desktop,0,0,Gold,14.0,1,No
CUST00201,46,7,70.18,512.7,175,0,0,33.9,Fashion,Desktop,1,0,None,39.8,1,No
CUST00202,3,12,249.21,3233.21,130,1,1,17.3,Beauty,Desktop,0,0,None,45.8,1,No
CUST00203,7,6,40.25,276.58,202,0,0,24.2,Fashion,Mobile,1,1,None,11.0,0,No
CUST00204,102,3,47.12,161.26,691,0,1,50.6,Fashion,Mobile,0,0,None,32.9,1,No
CUST00205,41,8,66.09,594.35,1173,0,1,12.7,Beauty,Mobile,0,0,Silver,13.1,0,No
CUST00206,1,3,118.1,347.42,1064,0,0,41.7,Sports,Mobile,0,0,None,22.1,1,No
CUST00207,4,5,22.8,102.6,78,3,1,38.9,Home & Garden,Desktop,1,0,None,60.8,1,No
CUST00208,49,4,59.31,243.25,206,2,0,58.8,Electronics,Mobile,0,0,None,61.1,1,No
CUST00209,1,2,10.0,17.1,90,1,1,33.2,Electronics,Desktop,1,0,None,9.6,1,Yes
CUST00210,7,7,43.94,279.55,137,4,0,87.7,Fashion,Desktop,1,1,Gold,17.0,1,No
CUST00211,35,11,128.79,1205.26,30,2,0,31.3,Fashion,Mobile,0,1,Silver,21.4,0,No
CUST00212,52,5,30.54,138.07,52,1,1,57.6,Fashion,Mobile,0,0,Gold,48.1,1,No
CUST00213,47,16,62.9,998.78,151,1,0,82.5,Beauty,Desktop,1,1,Silver,25.1,0,No
CUST00214,11,9,35.76,311.54,136,4,0,73.3,Home & Garden,Mobile,1,1,None,21.5,1,No
CUST00215,56,1,27.45,26.37,98,0,3,45.3,Fashion,Mobile,1,0,None,58.9,0,Yes
CUST00216,12,10,118.77,1305.62,78,0,0,54.7,Electronics,Mobile,1,0,Silver,32.8,0,No
CUST00217,17,9,23.66,224.12,414,2,0,48.4,Home & Garden,Desktop,1,1,Silver,3.0,1,No
CUST00218,61,4,69.02,312.23,104,2,1,43.2,Beauty,Mobile,0,0,Silver,39.8,1,No
CUST00219,47,8,69.87,549.79,367,0,1,14.6,Beauty,Mobile,0,0,Platinum,15.1,1,No
CUST00220,85,15,27.62,385.99,137,0,1,68.3,Sports,Desktop,0,0,None,11.5,1,No
CUST00221,48,7,61.84,383.88,485,0,1,46.9,Electronics,Tablet,0,0,Platinum,9.6,0,No
CUST00222,37,5,25.84,135.87,54,1,0,47.9,Electronics,Tablet,0,0,None,12.8,1,No
CUST00223,4,6,82.88,548.26,51,1,2,36.8,Home & Garden,Mobile,0,0,Gold,14.7,1,No
CUST00224,20,7,19.07,120.82,341,3,1,25.2,Sports,Mobile,1,1,None,18.1,1,No
CUST00225,13,9,41.61,417.04,739,1,1,37.6,Electronics,Mobile,1,1,Silver,22.9,1,No
CUST00226,12,9,44.6,404.56,46,0,0,31.2,Beauty,Mobile,1,0,Silver,31.1,1,No
CUST00227,162,2,133.0,237.6,30,1,1,32.4,Fashion,Mobile,1,0,Gold,43.7,1,No
CUST00228,22,8,61.07,509.5,818,2,0,49.9,Fashion,Mobile,1,1,None,59.5,1,No
CUST00229,100,6,117.22,707.55,37,0,1,10.3,Sports,Mobile,0,0,None,12.4,1,No
CUST00230,44,5,85.09,365.23,86,1,0,20.5,Fashion,Mobile,1,1,Silver,52.4,1,No
CUST00231,71,16,84.66,1313.62,795,0,1,54.3,Beauty,Tablet,0,0,Silver,40.1,0,No
CUST00232,31,12,41.87,545.37,487,1,1,45.5,Home & Garden,Desktop,0,0,None,36.2,1,No
CUST00233,38,5,123.56,628.07,125,1,1,83.6,Beauty,Mobile,1,1,None,24.0,1,No
CUST00234,30,4,41.06,153.5,927,1,3,43.8,Fashion,Desktop,1,0,None,66.9,0,No
CUST00235,9,5,13.68,77.2,251,1,1,26.8,Sports,Mobile,1,0,Gold,16.2,0,No
CUST00236,57,5,45.98,211.81,30,2,1,72.7,Home & Garden,Mobile,0,0,Gold,19.8,1,No
CUST00237,14,9,78.48,653.93,364,0,0,16.8,Fashion,Desktop,0,0,Gold,49.7,1,No
CUST00238,1,9,15.1,129.97,231,2,1,41.2,Electronics,Mobile,1,0,None,17.2,1,No
CUST00239,46,5,26.89,150.36,255,0,0,39.4,Electronics,Desktop,1,0,Silver,16.4,0,No
CUST00240,8,9,20.4,184.02,1540,1,3,19.8,Fashion,Mobile,0,0,None,25.0,1,Yes
CUST00241,126,9,102.45,972.44,49,0,0,65.5,Electronics,Desktop,1,0,Silver,74.9,1,Yes
CUST00242,138,8,208.16,1903.21,320,0,1,53.2,Electronics,Desktop,0,1,Gold,10.5,1,No
CUST00243,110,3,46.17,150.28,184,0,0,32.3,Home & Garden,Tablet,1,0,Silver,13.9,1,No
CUST00244,20,6,83.53,451.95,95,3,1,62.3,Sports,Mobile,0,0,Gold,19.2,0,No
CUST00245,1,11,81.81,977.76,354,1,0,23.9,Fashion,Mobile,0,0,None,51.0,1,No
CUST00246,118,6,189.24,1220.03,330,2,0,1.5,Home & Garden,Desktop,0,0,Silver,31.6,0,No
CUST00247,25,7,32.39,208.54,582,1,1,54.8,Electronics,Tablet,1,0,None,39.0,1,No
CUST00248,153,12,45.79,520.69,633,1,0,52.2,Electronics,Mobile,1,0,Gold,34.0,1,No
CUST00249,149,15,41.57,662.86,247,3,1,23.3,Fashion,Mobile,1,1,Silver,9.1,0,No
CUST00250,86,7,57.99,374.07,118,3,0,28.7,Beauty,Mobile,0,1,Silver,13.9,0,No
CUST00251,15,3,404.82,1108.14,226,2,0,25.8,Sports,Mobile,0,0,Silver,26.5,0,No
CUST00252,21,7,55.96,415.63,133,0,0,9.4,Beauty,Tablet,0,1,Gold,4.0,0,Yes
CUST00253,85,2,27.56,61.41,97,0,0,27.8,Electronics,Desktop,0,0,Silver,13.0,1,No
CUST00254,17,8,21.68,151.33,240,2,1,11.1,Fashion,Mobile,0,0,None,50.5,0,No
CUST00255,8,8,148.73,1170.53,321,1,3,13.5,Fashion,Tablet,1,0,Gold,8.4,1,No
CUST00256,36,9,27.46,255.09,267,1,3,57.9,Sports,Mobile,1,1,Silver,62.5,1,No
